time,datetime,zeta,phi_obs,phi_m,phi_h,phi_q,L_obukhov,ustar,hs,hl,ws_lo,ws_hi,T_lo,T_hi,q_lo,q_hi,z_lo,z_hi,lat,lon,Press,LWd,Lwu,SWd,Swu,sensible_heat_flux
308.0417,1998-11-04T01:00:02.88,0.9165455817457757,4.577777777777779,4.577777777777779,2.4319999999999933,NaN,-5.525279999999999,0.06,-3.0,0.2,2.17,3.2,-25.58,-25.2,NaN,NaN,2.5,10.0,75.9424,-144.01303,1019.1,177.0,212.3,0.0,0.0,-3.0
308.75,1998-11-04T18:00:00.0,0.24225923943400776,1.8181818181818195,1.8181818181818195,1.6895999999999889,NaN,-15.764363999999997,0.11,-5.0,-0.1,3.32,4.07,-19.74,-19.5,NaN,NaN,2.5,10.0,75.96123,-144.05704,1011.2,200.9,231.0,0.0,0.0,-5.0
308.7917,1998-11-04T19:00:02.88,0.10321738770485027,0.7225806451612902,0.7225806451612902,2.0176271186440844,NaN,-42.22495550847457,0.155,-5.9,-0.2,4.13,4.55,-22.3,-22.06,NaN,NaN,2.5,10.0,75.96253,-144.06682,1011.2,179.9,222.1,0.0,0.0,-5.9
308.8333,1998-11-04T19:59:57.12,0.33078556756311706,2.4380952380952365,2.4380952380952365,1.428405797101442,NaN,-14.78777391304348,0.14,-13.8,0.2,4.11,5.39,-24.79,-24.35,NaN,NaN,2.5,10.0,75.964,-144.07805,1011.4,161.4,212.2,1.0,0.8,-13.8
308.875,1998-11-04T21:00:00.0,0.060610880603548356,1.2190476190476192,1.2190476190476192,0.15627906976743852,NaN,-73.20497441860464,0.21,-8.6,-0.2,4.75,5.71,-22.66,-22.64,NaN,NaN,2.5,10.0,75.9653,-144.08975,1011.3,204.2,224.0,3.9,3.1,-8.6
308.9167,1998-11-04T22:00:02.88,0.043829092119594106,0.9444444444444452,0.9444444444444452,0.0,NaN,-98.95308387096773,0.24,-9.3,0.0,5.84,6.69,-22.19,-22.19,NaN,NaN,2.5,10.0,75.96675,-144.10287,1011.2,200.1,224.6,1.5,0.8,-9.3
309.125,1998-11-05T03:00:00.0,0.10644961036863566,1.2133333333333334,1.2133333333333334,0.6945736434108555,NaN,-47.534883720930246,0.2,-12.9,-0.2,5.07,5.98,-25.55,-25.41,NaN,NaN,2.5,10.0,NaN,NaN,1010.0,157.4,210.0,0.0,0.0,-12.9
309.1667,1998-11-05T04:00:02.88,0.1444310645125561,1.5555555555555554,1.5555555555555554,0.7710236220472357,NaN,-36.81048188976378,0.18,-12.7,-0.2,4.54,5.59,-26.72,-26.55,NaN,NaN,2.5,10.0,75.97065,-144.18026,1009.8,155.7,207.0,0.0,0.0,-12.7
309.2083,1998-11-05T04:59:57.12,0.3299736926453037,2.4410256410256412,2.4410256410256412,1.221284403669726,NaN,-16.61657614678899,0.13,-10.9,0.2,3.84,5.03,-27.48,-27.16,NaN,NaN,2.5,10.0,75.97063,-144.19246,1009.5,155.8,204.3,0.0,0.0,-10.9
309.25,1998-11-05T06:00:00.0,0.5790570754998101,3.0060606060606068,3.0060606060606068,1.577931034482757,NaN,-9.407645689655173,0.11,-11.6,0.0,3.33,4.57,-27.33,-26.81,NaN,NaN,2.5,10.0,75.97052,-144.20453,1009.0,154.1,203.8,0.0,0.0,-11.6
309.2917,1998-11-05T07:00:02.88,0.07803660985597345,1.3754385964912288,1.3754385964912288,1.576296296296276,NaN,-65.61776666666667,0.19,-8.1,0.2,4.13,5.11,-25.83,-25.62,NaN,NaN,2.5,10.0,75.97026,-144.21753,1008.6,183.4,211.8,0.0,0.0,-8.1
309.3333,1998-11-05T07:59:57.12,0.39119046787263606,2.342857142857143,2.342857142857143,1.4566871165644204,NaN,-12.696471165644175,0.14,-16.3,0.4,3.82,5.05,-25.14,-24.61,NaN,NaN,2.5,10.0,75.96976,-144.23016,1008.2,157.0,207.5,0.0,0.0,-16.3
309.375,1998-11-05T09:00:00.0,0.5635200089425443,3.2666666666666675,3.2666666666666675,2.127567567567568,NaN,-8.777772972972972,0.12,-14.8,0.3,3.61,5.08,-25.06,-24.24,NaN,NaN,2.5,10.0,75.9696,-144.24296,1007.7,160.0,208.7,0.0,0.0,-14.8
309.4167,1998-11-05T10:00:02.88,0.2099949823634281,1.7403508771929828,1.7403508771929828,0.9949090909090992,NaN,-22.07350909090909,0.19,-22.0,0.0,4.96,6.2,-23.6,-23.24,NaN,NaN,2.5,10.0,75.96893,-144.25622,1007.3,160.2,214.2,0.0,0.0,-22.0
309.4583,1998-11-05T10:59:57.12,0.15341133773149057,1.5272727272727282,1.5272727272727282,0.9895582329317311,NaN,-30.917686746987947,0.22,-24.9,0.0,5.14,6.4,-24.1,-23.75,NaN,NaN,2.5,10.0,75.96806,-144.26999,1007.2,159.3,212.6,0.0,0.0,-24.9
309.5,1998-11-05T12:00:00.0,0.1555073690227674,1.4476190476190474,1.4476190476190474,0.9469090909090868,NaN,-29.727809999999995,0.21,-22.0,0.0,5.36,6.5,-23.54,-23.23,NaN,NaN,2.5,10.0,75.96713,-144.28533,1006.8,161.9,214.9,0.0,0.0,-22.0
309.5417,1998-11-05T13:00:02.88,0.11961566007677132,1.3565217391304347,1.3565217391304347,0.8251121076233183,NaN,-37.237567264574,0.23,-22.3,NaN,5.35,6.52,-22.75,-22.5,NaN,NaN,2.5,10.0,75.96584,-144.30224,1006.5,186.3,220.2,0.0,0.0,-22.3
309.5833,1998-11-05T13:59:57.12,0.010577196094163027,0.6707070707070708,0.6707070707070708,-1.0738983050847228,NaN,-353.40080338983046,0.33,-5.9,0.0,7.1,7.93,-19.34,-19.4,NaN,NaN,2.5,10.0,75.96458,-144.32131,1006.1,228.5,235.1,0.0,0.0,-5.9
309.625,1998-11-05T15:00:00.0,0.004483025681316513,0.6780952380952385,0.6780952380952385,-2.2399999999999523,NaN,-768.7487499999996,0.35,-3.0,0.1,8.12,9.01,-17.93,-17.99,NaN,NaN,2.5,10.0,75.96317,-144.34219,1005.5,232.7,240.1,0.0,0.0,-3.0
310.875,1998-11-06T21:00:00.0,0.10336518774273364,1.3333333333333335,1.3333333333333335,0.1745454545454663,NaN,-28.33159090909091,0.15,-5.5,0.2,5.32,6.07,-15.39,-15.37,NaN,NaN,2.5,10.0,76.00698,-144.99414,1008.1,229.1,246.9,2.5,2.3,-5.5
312.1667,1998-11-08T04:00:02.88,6.15200980198411,2.826666666666668,2.826666666666668,1.183193277310923,NaN,-0.6485294117647059,0.05,-11.9,0.1,3.79,4.32,-20.58,-19.7,NaN,NaN,2.5,10.0,76.04079,-145.24889,1017.4,181.9,221.3,0.0,0.0,-11.9
312.75,1998-11-08T18:00:00.0,0.06759812093170943,1.1111111111111112,1.1111111111111112,0.1828571428571552,NaN,-32.99245714285714,0.18,-6.3,0.2,4.72,5.47,-11.88,-11.86,NaN,NaN,2.5,10.0,76.07284,-145.29289,1014.5,248.5,260.9,0.0,0.0,-6.3
312.7917,1998-11-08T19:00:02.88,0.023451843635250914,0.8399999999999999,0.8399999999999999,-0.853333333333353,NaN,-93.52,0.2,-3.0,0.2,4.92,5.55,-11.69,-11.73,NaN,NaN,2.5,10.0,76.07589,-145.29617,1014.1,259.0,263.1,0.0,0.0,-3.0
312.9167,1998-11-08T22:00:02.88,0.8323823091873975,1.5407407407407405,1.5407407407407405,0.6531958762886617,NaN,-2.683020618556701,0.09,-9.7,0.2,3.82,4.34,-11.9,-11.68,NaN,NaN,2.5,10.0,76.08578,-145.30312,1013.4,225.5,255.2,0.0,0.0,-9.7
313.1667,1998-11-09T04:00:02.88,0.2716124035877907,0.633333333333334,0.633333333333334,8.494545454545438,NaN,-10.374981818181817,0.08,-2.2,0.1,1.43,1.62,-14.86,-14.13,NaN,NaN,2.5,10.0,NaN,NaN,1012.7,231.8,245.9,0.0,0.0,-2.2
313.4583,1998-11-09T10:59:57.12,1.3879074885539682,1.1199999999999997,1.1199999999999997,4.681481481481476,NaN,-2.6513888888888895,0.05,-2.7,-0.2,1.6,1.81,-19.09,-18.3,NaN,NaN,2.5,10.0,76.09718,-145.29068,1011.9,208.7,231.2,0.0,0.0,-2.7
313.5417,1998-11-09T13:00:02.88,0.3364951826061892,0.6060606060606061,0.6060606060606061,1.5085714285714322,NaN,-10.130811428571427,0.11,-7.0,NaN,2.19,2.44,-17.76,-17.46,NaN,NaN,2.5,10.0,76.09664,-145.29732,1010.7,213.4,237.2,0.0,0.0,-7.0
313.6667,1998-11-09T16:00:02.88,0.08985188738901143,0.8313725490196074,0.8313725490196074,1.1037681159420334,NaN,-37.723295652173924,0.17,-6.9,NaN,3.97,4.5,-17.66,-17.52,NaN,NaN,2.5,10.0,76.09504,-145.32538,1008.7,205.4,237.1,0.0,0.0,-6.9
313.9167,1998-11-09T22:00:02.88,0.0031242345812206684,0.6740740740740742,0.6740740740740742,-2.5043478260869034,NaN,-921.3545739130435,0.36,-2.3,0.1,9.16,10.07,-15.14,-15.19,NaN,NaN,2.5,10.0,76.09804,-145.46072,1003.8,237.6,249.8,0.0,0.0,-2.3
314.4167,1998-11-10T10:00:02.88,0.002065747495848362,0.6909090909090914,0.6909090909090914,-3.0171428571427934,NaN,-1182.8406857142857,0.44,-2.8,-1.2,10.49,11.63,-12.96,-13.02,NaN,NaN,2.5,10.0,76.10882,-145.80284,997.2,244.4,257.4,0.0,0.0,-2.8
314.5,1998-11-10T12:00:00.0,0.005837553249336909,0.8195121951219512,0.8195121951219512,-1.0250000000000146,NaN,-421.2796124999998,0.41,-6.4,-0.5,9.4,10.66,-13.04,-13.09,NaN,NaN,2.5,10.0,76.11194,-145.84813,996.8,249.9,257.4,0.0,0.0,-6.4
314.7083,1998-11-10T16:59:57.12,0.009742519137091165,0.9422222222222212,0.9422222222222212,-0.22857142857142368,NaN,-233.1642857142857,0.3,-4.2,-0.5,9.48,10.54,-12.09,-12.1,NaN,NaN,2.5,10.0,76.12018,-145.9681,996.5,243.0,260.5,0.0,0.0,-4.2
314.7917,1998-11-10T19:00:02.88,0.012252455949506096,0.9714285714285711,0.9714285714285711,-0.8334883720930055,NaN,-179.80219534883727,0.28,-4.3,0.1,8.56,9.58,-11.74,-11.78,NaN,NaN,2.5,10.0,76.12544,-146.01656,996.3,253.8,262.3,0.0,0.0,-4.3
315.1667,1998-11-11T04:00:02.88,0.005886953215464649,0.6666666666666667,0.6666666666666667,-1.5360000000000353,NaN,-517.428,0.3,-2.5,0.8,7.23,7.98,-15.97,-16.01,NaN,NaN,2.5,10.0,76.13899,-146.17602,994.3,224.8,246.6,0.0,0.0,-2.5
315.2917,1998-11-11T07:00:02.88,0.03556929127622343,0.9523809523809524,0.9523809523809524,0.0,NaN,-80.41041346153844,0.21,-5.2,NaN,6.4,7.15,-15.05,-15.05,NaN,NaN,2.5,10.0,76.14332,-146.22334,993.9,227.6,248.6,0.0,0.0,-5.2
315.3333,1998-11-11T07:59:57.12,0.020228889576244975,0.8319999999999993,0.8319999999999993,-0.3199999999999932,NaN,-135.9375,0.25,-5.0,NaN,7.03,7.81,-14.5,-14.52,NaN,NaN,2.5,10.0,76.14523,-146.23941,993.2,239.4,251.5,0.0,0.0,-5.0
315.9583,1998-11-11T22:59:57.12,0.007934076344879516,0.7407407407407407,0.7407407407407407,-2.073599999999956,NaN,-268.79104800000005,0.27,-2.5,NaN,6.52,7.27,-11.38,-11.44,NaN,NaN,2.5,10.0,76.17582,-146.54328,980.0,266.2,264.9,0.0,0.0,-2.5
316.5417,1998-11-12T13:00:02.88,0.03516773602199818,0.9813333333333333,0.9813333333333333,-0.5454545454545499,NaN,-60.085227272727266,0.25,-8.8,-0.1,6.82,7.74,-11.28,-11.34,NaN,NaN,2.5,10.0,76.1693,-146.5011,981.5,259.7,264.5,0.0,0.0,-8.8
316.625,1998-11-12T15:00:00.0,0.010892954344424033,0.6311111111111118,0.6311111111111118,-0.8170212765957636,NaN,-204.22340425531914,0.3,-4.7,0.0,7.5,8.21,-11.85,-11.89,NaN,NaN,2.5,10.0,76.16356,-146.45402,983.3,251.9,261.6,0.0,0.0,-4.7
316.6667,1998-11-12T16:00:02.88,0.0077054889207689254,0.6476190476190481,0.6476190476190481,-1.9911111111110686,NaN,-296.108088888889,0.28,-2.7,-0.4,6.81,7.49,-12.14,-12.2,NaN,NaN,2.5,10.0,76.16063,-146.43262,984.3,255.9,261.0,0.0,0.0,-2.7
317.0417,1998-11-13T01:00:02.88,0.020989134702404766,0.5763440860215053,0.5763440860215053,-0.10020202020201806,NaN,-128.9137818181818,0.31,-9.9,-1.0,8.35,9.02,-14.28,-14.29,NaN,NaN,2.5,10.0,76.14247,-146.22546,990.9,231.4,250.7,0.0,0.0,-9.9
317.1667,1998-11-13T04:00:02.88,0.004041004097849377,0.5675213675213675,0.5675213675213675,-1.9705263157894903,NaN,-652.352897368421,0.39,-3.8,-4.3,9.27,10.1,-13.93,-13.99,NaN,NaN,2.5,10.0,76.13065,-146.14658,993.6,250.5,254.8,0.0,0.0,-3.8
317.5417,1998-11-13T13:00:02.88,0.016609615407221473,0.7636363636363637,0.7636363636363637,-0.5028571428571769,NaN,-163.0284857142857,0.22,-2.8,-1.5,7.15,7.78,-14.29,-14.31,NaN,NaN,2.5,10.0,76.09207,-145.95157,1003.6,239.3,252.2,0.0,0.0,-2.8
317.5833,1998-11-13T13:59:57.12,0.010931207923856693,0.5760000000000001,0.5760000000000001,-1.1851851851852124,NaN,-254.68749999999997,0.25,-2.7,NaN,6.5,7.04,-14.67,-14.71,NaN,NaN,2.5,10.0,76.08838,-145.93465,1004.6,238.7,250.7,0.0,0.0,-2.7
317.6667,1998-11-13T16:00:02.88,0.12270085689870469,1.129411764705882,1.129411764705882,0.4581052631578952,NaN,-24.094386315789478,0.17,-9.5,0.2,5.05,5.77,-15.53,-15.45,NaN,NaN,2.5,10.0,76.08061,-145.90687,1006.3,216.3,243.8,0.0,0.0,-9.5
317.75,1998-11-13T18:00:00.0,0.4062207954690831,2.266666666666667,2.266666666666667,1.5010909090909081,NaN,-8.082327272727271,0.12,-11.0,1.0,3.94,4.96,-17.15,-16.72,NaN,NaN,2.5,10.0,76.07431,-145.88747,1008.4,194.2,234.3,0.0,0.0,-11.0
317.7917,1998-11-13T19:00:02.88,0.7470112145417832,0.9212121212121221,0.9212121212121221,1.2944516129032266,NaN,-4.778719354838709,0.11,-15.5,NaN,2.86,3.24,-18.55,-17.98,NaN,NaN,2.5,10.0,76.07262,-145.88028,1009.4,186.1,228.5,0.0,0.0,-15.5
317.8333,1998-11-13T19:59:57.12,1.1451596119364755,4.333333333333333,4.333333333333333,2.419340659340658,NaN,-3.3454417582417584,0.08,-9.1,NaN,3.09,4.39,-19.82,-18.96,NaN,NaN,2.5,10.0,76.07128,-145.87293,1010.4,181.6,223.4,0.0,0.0,-9.1
317.875,1998-11-13T21:00:00.0,1.6949498097889655,5.409523809523809,5.409523809523809,2.687999999999996,NaN,-2.35298,0.07,-9.0,NaN,2.99,4.41,-20.58,-19.5,NaN,NaN,2.5,10.0,76.07081,-145.86692,1011.2,179.3,220.0,0.0,0.0,-9.0
317.9167,1998-11-13T22:00:02.88,3.0063603400107,7.093333333333334,7.093333333333334,3.7793103448275795,NaN,-1.3894396551724142,0.05,-5.8,NaN,2.46,3.79,-21.49,-20.12,NaN,NaN,2.5,10.0,76.07074,-145.86297,1012.0,179.4,216.8,0.0,0.0,-5.8
318.5,1998-11-14T12:00:00.0,0.11296121310638955,1.1259259259259264,1.1259259259259264,0.0981818181818161,NaN,-24.005431534090913,0.135,-4.4,0.0,5.26,5.83,-14.31,-14.3,NaN,NaN,2.5,10.0,76.07221,-145.92746,1017.6,241.6,252.0,0.0,0.0,-4.4
319.3333,1998-11-15T07:59:57.12,0.12362252136329145,2.3555555555555547,2.3555555555555547,0.11636363636361323,NaN,-32.329309090909085,0.12,-3.3,NaN,2.96,4.02,-20.58,-20.57,NaN,NaN,2.5,10.0,76.10308,-146.16304,1025.4,206.2,228.2,0.0,0.0,-3.3
320.2083,1998-11-16T04:59:57.12,1.8370895156091995,6.171428571428572,6.171428571428572,2.876631578947374,NaN,-2.9526884210526325,0.07,-9.5,NaN,3.05,4.67,-27.26,-26.04,NaN,NaN,2.5,10.0,76.11265,-146.31591,1035.6,154.8,197.6,0.0,0.0,-9.5
322.7083,1998-11-18T16:59:57.12,1.613490924825215,1.5111111111111124,1.5111111111111124,5.833846153846149,NaN,-3.737215384615384,0.06,-5.2,NaN,2.53,2.87,-29.99,-28.41,NaN,NaN,2.5,10.0,76.08339,-146.67803,1026.1,156.6,190.6,0.0,0.0,-5.2
323.125,1998-11-19T03:00:00.0,2.4554859509865934,4.693333333333335,4.693333333333335,4.765217391304352,NaN,-2.3478260869565224,0.05,-4.6,0.0,3.36,4.24,-28.8,-27.43,NaN,NaN,2.5,10.0,NaN,NaN,1023.8,164.8,194.9,0.0,0.0,-4.6
323.2083,1998-11-19T04:59:57.12,3.2957145469692963,4.053333333333335,4.053333333333335,2.50322580645161,NaN,-1.6675403225806453,0.05,-6.2,-0.4,3.36,4.12,-27.57,-26.6,NaN,NaN,2.5,10.0,NaN,NaN,1022.9,168.8,199.5,0.0,0.0,-6.2
323.5,1998-11-19T12:00:00.0,0.9672150593559811,2.9037037037037035,2.9037037037037035,1.6573584905660361,NaN,-5.706832075471698,0.09,-10.6,NaN,3.52,4.5,-27.66,-27.05,NaN,NaN,2.5,10.0,NaN,NaN,1020.2,165.6,199.7,0.0,0.0,-10.6
323.5417,1998-11-19T13:00:02.88,0.3764975310897719,1.7555555555555558,1.7555555555555558,1.2146938775510152,NaN,-14.29302857142857,0.12,-9.8,NaN,3.83,4.62,-27.02,-26.71,NaN,NaN,2.5,10.0,NaN,NaN,1019.7,175.1,203.7,0.0,0.0,-9.8
323.5833,1998-11-19T13:59:57.12,0.4925701257989659,2.159999999999999,2.159999999999999,1.2972972972973005,NaN,-11.217567567567569,0.1,-7.4,NaN,3.54,4.35,-27.67,-27.37,NaN,NaN,2.5,10.0,NaN,NaN,1019.3,172.3,202.6,0.0,0.0,-7.4
323.7083,1998-11-19T16:59:57.12,0.43981192324071466,1.2121212121212113,1.2121212121212113,1.4800000000000038,NaN,-12.5008125,0.11,-8.8,NaN,3.64,4.14,-27.55,-27.18,NaN,NaN,2.5,10.0,NaN,NaN,1017.6,169.7,202.0,0.0,0.0,-8.8
323.75,1998-11-19T18:00:00.0,0.308657164398816,0.5538461538461548,0.5538461538461548,1.223529411764709,NaN,-17.685850000000002,0.13,-10.2,NaN,3.84,4.11,-27.37,-27.07,NaN,NaN,2.5,10.0,NaN,NaN,1017.4,172.3,203.1,0.0,0.0,-10.2
323.9167,1998-11-19T22:00:02.88,0.19993448629906135,1.7623188405797094,1.7623188405797094,0.1599999999999966,NaN,-25.610212500000003,0.115,-4.6,NaN,5.08,5.84,-25.82,-25.8,NaN,NaN,2.5,10.0,NaN,NaN,1015.7,188.6,210.4,0.0,0.0,-4.6
326.875,1998-11-22T21:00:00.0,0.255917559968005,1.394871794871796,1.394871794871796,0.09454545454546932,NaN,-12.927347727272727,0.13,-8.8,NaN,5.02,5.7,-17.26,-17.24,NaN,NaN,2.5,10.0,76.20152,-147.35944,1001.1,223.7,239.1,0.0,0.0,-8.8
326.9583,1998-11-22T22:59:57.12,0.09370532452686361,1.1607843137254905,1.1607843137254905,0.2266666666666753,NaN,-35.74207500000001,0.17,-7.2,1.1,5.66,6.4,-17.46,-17.43,NaN,NaN,2.5,10.0,76.20653,-147.37777,1000.6,222.5,238.3,0.0,0.0,-7.2
327.9167,1998-11-23T22:00:02.88,0.02937251680970275,0.829629629629629,0.829629629629629,-0.6400000000000242,NaN,-99.98639999999997,0.18,-2.7,NaN,5.21,5.77,-15.43,-15.46,NaN,NaN,2.5,10.0,76.23742,-147.7462,991.0,243.7,248.0,0.0,0.0,-2.7
327.9583,1998-11-23T22:59:57.12,0.02138518030499739,0.9866666666666669,0.9866666666666669,-0.711111111111138,NaN,-134.22222222222226,0.2,-2.7,NaN,5.52,6.26,-15.1,-15.13,NaN,NaN,2.5,10.0,76.2394,-147.75796,990.6,248.1,249.6,0.0,0.0,-2.7
328.0,1998-11-24T00:00:00.0,0.03657099565049753,0.990476190476191,0.990476190476191,-0.3612903225806695,NaN,-75.41159274193545,0.175,-3.1,-0.1,4.83,5.48,-14.54,-14.56,NaN,NaN,2.5,10.0,76.24165,-147.76876,990.7,249.6,251.6,0.0,0.0,-3.1
328.0417,1998-11-24T01:00:02.88,0.06440297032863783,1.2043010752688175,1.2043010752688175,0.0,NaN,-41.42320953947368,0.155,-3.8,NaN,4.51,5.21,-14.09,-14.09,NaN,NaN,2.5,10.0,76.24343,-147.77974,990.5,248.7,252.5,0.0,0.0,-3.8
328.0833,1998-11-24T01:59:57.12,0.10618875600359448,1.271794871794872,1.271794871794872,0.33729729729729013,NaN,-24.68952972972973,0.13,-3.7,0.3,4.1,4.72,-13.86,-13.83,NaN,NaN,2.5,10.0,76.24535,-147.79078,990.6,248.4,252.7,0.0,0.0,-3.7
328.125,1998-11-24T03:00:00.0,0.1797565795595157,1.3575757575757568,1.3575757575757568,0.37052631578948225,NaN,-14.175149999999999,0.11,-3.8,0.2,3.46,4.02,-13.49,-13.45,NaN,NaN,2.5,10.0,76.24682,-147.80054,990.9,249.5,254.3,0.0,0.0,-3.8
328.1667,1998-11-24T04:00:02.88,0.20137017935493803,1.4666666666666675,1.4666666666666675,0.5999999999999872,NaN,-12.525,0.1,-3.2,0.1,3.09,3.64,-13.36,-13.3,NaN,NaN,2.5,10.0,76.24829,-147.81026,991.2,249.7,254.2,0.0,0.0,-3.2
328.2083,1998-11-24T04:59:57.12,0.7572793949460553,2.3111111111111113,2.3111111111111113,0.8123076923076882,NaN,-3.319753846153846,0.06,-2.6,0.2,2.58,3.1,-13.32,-13.21,NaN,NaN,2.5,10.0,76.24949,-147.81694,991.3,248.4,253.8,0.0,0.0,-2.6
328.4167,1998-11-24T10:00:02.88,0.3288302008641754,2.2888888888888888,2.2888888888888888,1.6331034482758664,NaN,-13.704827586206898,0.12,-8.7,NaN,3.72,4.75,-23.0,-22.63,NaN,NaN,2.5,10.0,76.25277,-147.83382,993.9,183.0,217.4,0.0,0.0,-8.7
328.4583,1998-11-24T10:59:57.12,0.5113561251263162,2.9777777777777774,2.9777777777777774,2.2065671641791034,NaN,-9.899892537313432,0.12,-13.4,NaN,3.41,4.75,-25.59,-24.82,NaN,NaN,2.5,10.0,76.2532,-147.83165,994.5,163.8,206.3,0.0,0.0,-13.4
328.5,1998-11-24T12:00:00.0,0.5053340346476234,2.7777777777777777,2.7777777777777777,2.530909090909094,NaN,-10.379781818181817,0.12,-13.2,NaN,3.21,4.46,-26.43,-25.56,NaN,NaN,2.5,10.0,76.2535,-147.82728,995.0,164.8,203.1,0.0,0.0,-13.2
328.5417,1998-11-24T13:00:02.88,1.2634284212044113,2.729411764705881,2.729411764705881,2.627008547008553,NaN,-4.278404166666668,0.085,-11.7,-0.3,3.73,4.6,-27.17,-26.04,NaN,NaN,2.5,10.0,76.25388,-147.82114,995.8,160.3,199.5,0.0,0.0,-11.7
328.5833,1998-11-24T13:59:57.12,0.3632982629410174,1.5238095238095235,1.5238095238095235,1.5829333333333262,NaN,-15.037120000000003,0.14,-15.0,NaN,4.37,5.17,-27.4,-26.87,NaN,NaN,2.5,10.0,76.25393,-147.81481,996.5,160.6,200.3,0.0,0.0,-15.0
328.625,1998-11-24T15:00:00.0,0.4905399202409051,1.8346666666666673,1.8346666666666673,1.6111111111111063,NaN,-11.271158854166666,0.125,-14.4,NaN,4.12,4.98,-27.7,-27.12,NaN,NaN,2.5,10.0,76.25403,-147.80832,997.1,158.0,198.8,0.0,0.0,-14.4
328.6667,1998-11-24T16:00:02.88,0.3581881693917581,1.1692307692307697,1.1692307692307697,1.37491525423729,NaN,-15.740201694915251,0.13,-11.8,NaN,3.63,4.2,-28.18,-27.79,NaN,NaN,2.5,10.0,76.25409,-147.80211,997.9,160.7,198.2,0.0,0.0,-11.8
328.7083,1998-11-24T16:59:57.12,0.6404777762613519,1.3754385964912288,1.3754385964912288,2.001951219512192,NaN,-9.18123155487805,0.095,-8.2,NaN,3.21,3.7,-29.27,-28.73,NaN,NaN,2.5,10.0,76.25418,-147.79637,998.6,163.0,195.3,0.0,0.0,-8.2
328.75,1998-11-24T18:00:00.0,0.5235329132371354,1.2266666666666666,1.2266666666666666,1.7641025641025634,NaN,-11.450000000000003,0.1,-7.8,NaN,3.02,3.48,-29.77,-29.34,NaN,NaN,2.5,10.0,76.25424,-147.79098,NaN,163.0,194.6,0.0,0.0,-7.8
328.8333,1998-11-24T19:59:57.12,1.2577472585490965,2.0952380952380962,2.0952380952380962,2.415000000000004,NaN,-4.9745718750000005,0.07,-6.4,-0.3,3.05,3.6,-30.94,-30.25,NaN,NaN,2.5,10.0,76.25423,-147.78328,1000.5,164.7,190.9,0.0,0.0,-6.4
328.875,1998-11-24T21:00:00.0,1.153983559657474,2.543589743589742,2.543589743589742,2.3897872340425654,NaN,-5.423551595744682,0.065,-4.7,NaN,2.95,3.57,-30.94,-30.4,NaN,NaN,2.5,10.0,76.25438,-147.78092,1001.3,168.1,192.1,0.0,0.0,-4.7
328.9583,1998-11-24T22:59:57.12,1.8688290775727343,4.5538461538461545,4.5538461538461545,2.9284210526315793,NaN,-3.422333388157895,0.065,-7.6,-0.4,2.59,3.7,-31.57,-30.5,NaN,NaN,2.5,10.0,76.25533,-147.7737,1002.3,158.1,188.0,0.0,0.0,-7.6
330.0833,1998-11-26T01:59:57.12,3.896226225218878,7.786666666666666,7.786666666666666,6.681081081081081,NaN,-1.33125,0.05,-7.4,NaN,2.14,3.6,-26.27,-23.18,NaN,NaN,2.5,10.0,76.265,-147.6774,1008.5,190.1,204.7,0.0,0.0,-7.4
330.125,1998-11-26T03:00:00.0,0.7750724656374759,4.237037037037037,4.237037037037037,3.449302325581387,NaN,-6.309240697674418,0.09,-8.6,NaN,2.42,3.85,-24.81,-23.78,NaN,NaN,2.5,10.0,76.26455,-147.67899,1008.2,199.5,211.7,0.0,0.0,-8.6
330.1667,1998-11-26T04:00:02.88,0.2799462680864864,2.3333333333333344,2.3333333333333344,1.9718918918918866,NaN,-16.273556756756754,0.12,-7.4,NaN,2.63,3.68,-23.23,-22.85,NaN,NaN,2.5,10.0,76.26387,-147.68065,1008.0,204.1,217.1,0.0,0.0,-7.4
330.2083,1998-11-26T04:59:57.12,0.33239077400754063,2.511111111111111,2.511111111111111,1.8327272727272645,NaN,-13.466618181818179,0.12,-8.8,NaN,2.62,3.75,-22.86,-22.44,NaN,NaN,2.5,10.0,76.26284,-147.68261,1007.5,202.7,217.0,0.0,0.0,-8.8
330.25,1998-11-26T06:00:00.0,0.12336394884887877,1.493333333333334,1.493333333333334,0.9749999999999923,NaN,-34.630664062499996,0.15,-6.4,NaN,3.15,3.99,-21.89,-21.76,NaN,NaN,2.5,10.0,76.26122,-147.68369,1007.1,215.4,223.5,0.0,0.0,-6.4
330.2917,1998-11-26T07:00:02.88,0.05185126456830255,1.093333333333333,1.093333333333333,0.3999999999999914,NaN,-78.41250000000001,0.2,-6.4,NaN,3.78,4.6,-20.91,-20.87,NaN,NaN,2.5,10.0,76.25887,-147.68708,1006.7,220.7,227.7,0.0,0.0,-6.4
330.3333,1998-11-26T07:59:57.12,0.028509315929565533,0.921212121212121,0.921212121212121,0.0,NaN,-135.99988085106384,0.22,-4.7,NaN,4.74,5.5,-20.01,-20.01,NaN,NaN,2.5,10.0,76.25606,-147.6912,1006.4,223.9,231.0,0.0,0.0,-4.7
