metric,n,mean,std,min,max
most_residual,6538,0.4223555737807107,0.23398207488079908,0.025062553439141773,0.9258200968380961
profile_curvature,6538,0.1803414250169754,0.10436024409954696,0.009468599094533769,0.7636385708168216
transversality,6538,0.11505523706277945,0.1498773177136874,9.090605424979136e-6,0.997164675633794
phi_obs,6538,1.4785526891023237,1.1893691820264063,0.19758574324537517,12.822686960107971
zeta,6538,-0.08012241764518027,1.6054743330570942,-40.94446216197486,2.364537392021594
L_obukhov,6538,-24.997112201625434,2923.8791813742187,-190229.5634290431,36345.74084393037
ustar,6538,0.30000000000000054,5.551539698836613e-16,0.3,0.3
