metric,n,mean,std,min,max
phi_obs,2273,1.501097327682144,1.222159868242126,-6.2153846153846155,10.346666666666668
zeta,2273,0.3449797272782983,0.6255960464846746,0.0008943192205781552,6.15200980198411
L_obukhov,2273,160.84818523596363,396.2762564782162,0.8127425282039423,5590.844840355353
ustar,2273,0.1935730312362517,0.10485165341543341,0.05,0.6065
